Temperature (K)	Resistance (Ohms)	Timestamp	Current (A)	Count	Delay (s)	StDev (Ohms)	StDev (V)	
8.227000000000	2.265945667508	3779298946.564761160000	0.000010000000	300.000000000000	0.002000000000	0.001638778503	0.000000016388
8.455500000000	2.266501407576	3779298978.034981730000	0.000010000000	300.000000000000	0.002000000000	0.002234392424	0.000000022344
8.800000000000	2.266989563092	3779299014.284104820000	0.000010000000	300.000000000000	0.002000000000	0.002338992418	0.000000023390
9.213500000000	2.267771410213	3779299050.541253090000	0.000010000000	300.000000000000	0.002000000000	0.001777448881	0.000000017774
9.735500000000	2.268601151324	3779299086.779006000000	0.000010000000	300.000000000000	0.002000000000	0.002229714354	0.000000022297
10.339500000000	2.269745035543	3779299120.450357910000	0.000010000000	300.000000000000	0.002000000000	0.002314348059	0.000000023143
11.147000000000	2.271204221567	3779299156.692518230000	0.000010000000	300.000000000000	0.002000000000	0.006137503868	0.000000061375
12.325000000000	2.272147521580	3779299192.931571010000	0.000010000000	300.000000000000	0.002000000000	0.002069507008	0.000000020695
13.209500000000	2.274180686679	3779299229.181450370000	0.000010000000	300.000000000000	0.002000000000	0.002165205834	0.000000021652
14.278000000000	2.275330694829	3779299265.410499570000	0.000010000000	300.000000000000	0.002000000000	0.001752428369	0.000000017524
15.138000000000	2.276427121008	3779299301.666306490000	0.000010000000	300.000000000000	0.002000000000	0.002032309720	0.000000020323
15.884500000000	2.277504544206	3779299337.907204630000	0.000010000000	300.000000000000	0.002000000000	0.001693149169	0.000000016931
16.596500000000	2.279673647233	3779299374.143518920000	0.000010000000	300.000000000000	0.002000000000	0.002796584118	0.000000027966
17.312500000000	2.282864390509	3779299410.381743430000	0.000010000000	300.000000000000	0.002000000000	0.003034727507	0.000000030347
17.976500000000	2.284828017461	3779299446.616301540000	0.000010000000	300.000000000000	0.002000000000	0.002435553940	0.000000024356
18.618000000000	2.286056791490	3779299482.849124910000	0.000010000000	300.000000000000	0.002000000000	0.002722954634	0.000000027230
19.260500000000	2.287178716870	3779299519.093592640000	0.000010000000	300.000000000000	0.002000000000	0.003023149371	0.000000030231
19.908500000000	2.288215687562	3779299555.330453870000	0.000010000000	300.000000000000	0.002000000000	0.003292743322	0.000000032927
20.549000000000	2.289349393322	3779299591.574637410000	0.000010000000	300.000000000000	0.002000000000	0.002618157313	0.000000026182
21.182000000000	2.290973789665	3779299627.818871970000	0.000010000000	300.000000000000	0.002000000000	0.002449131016	0.000000024491
21.774000000000	2.291791126481	3779299664.059283260000	0.000010000000	300.000000000000	0.002000000000	0.002539092772	0.000000025391
22.425000000000	2.292925768415	3779299700.331011770000	0.000010000000	300.000000000000	0.002000000000	0.002927871735	0.000000029279
22.955000000000	2.294096819848	3779299736.579272270000	0.000010000000	300.000000000000	0.002000000000	0.003406658761	0.000000034067
23.588500000000	2.295300384503	3779299772.819938660000	0.000010000000	300.000000000000	0.002000000000	0.002841283137	0.000000028413
24.151000000000	2.296849834238	3779299809.072949410000	0.000010000000	300.000000000000	0.002000000000	0.002665457571	0.000000026655
24.782500000000	2.297824080718	3779299845.301589960000	0.000010000000	300.000000000000	0.002000000000	0.002726513974	0.000000027265
25.410500000000	2.299340290847	3779299881.540168760000	0.000010000000	300.000000000000	0.002000000000	0.003021289085	0.000000030213
26.019500000000	2.301218884895	3779299917.789890760000	0.000010000000	300.000000000000	0.002000000000	0.002688517403	0.000000026885
26.649000000000	2.302413284876	3779299954.047363280000	0.000010000000	300.000000000000	0.002000000000	0.003235656221	0.000000032357
